"author","question"
Data Scientist at Capital One was asked...," General data analysis questions, data quality questions, general data science questions, some algorithm questions. Personality and some management and experience related questions."
Data Scientist at Thumbtack was asked..., Can you do xyz with data? How will you solve this business question? How will you implement it? 
Data Scientist - Machine Learning at Affirm was asked...," Given a model that gives the likelihood that a loan is fraudulent, how should you proceed?"
Data Scientist at Facebook was asked..., easy SQL questions and product relative open-end questions.
Senior Data Scientist at Salesforce was asked..., Bayesian probability question
Senior Data Scientist at Salesforce was asked..., KPI/metric design
Senior Data Scientist at Salesforce was asked..., A/B testing
Data Scientist at C3 was asked..., Tell me about your background
Data Scientist at RaiseMe was asked..., What is a question that we didn't ask that we should have asked?
Senior Data Scientist at Salesforce was asked..., Machine learning methodology screening: decision tree and multi variate regression and PCA
Data Scientist at C3 was asked..., Describe some of the projects you have worked on
Senior Data Scientist at Salesforce was asked...," Cross validation, K-folder and so on"
Data Scientist at Asana was asked...," The data analysis challenge consisted of an example data set in an AWS hosted database, with questions about identifying the most important predictors."
Data Scientist at C3 was asked...," MC questions on SVM, K Means, and other ML techniques"
Data Scientist - Analytics at Facebook was asked..., SQL Table Manipulation
Data Scientist at Uber was asked..., some real problems that uber faces.
Data Scientist at Workday was asked..., Write a C++ class to perform garbage collection.
Data Scientist at Airbnb was asked...," For the onsite data challenge, a question was asked regarding my practice of removing the missing values. What if it causes bias? What will you do then?"
Head of Data Scientist at Amino was asked...," Many questions ranging from basic information about my education background to previous working expereince. Also questions related with DS and product integration, statistical modeling and ML algorithms, best DS practices, building and growing a DS team with good focus and execution, and etc."
Data Scientist at Facebook was asked..., Likes/user and minutes spent on a platform are increasing but total number of users is decreasing. What could be causing this?
Data Scientist at Salesforce was asked...," Questions about my past project experiences, machine learning concepts, business case studies and some behavior/culture fit questions"
Data Scientist at Uber was asked..., Some sql questions and a take home ML problem sheet
Data Scientist at Human API was asked..., Some questions about NLP.
Data Scientist at Scribd was asked...," SQL, python (simple algorithm questions -- no pandas/data manipulation), basic probability and AB testing questions"
Data Scientist at Samba TV was asked...," Prob, stats, ML, PM, coding (Python)."
Data Scientist at Facebook was asked...," How many high schools that people have listed on their profiles are real? How do we find out, and deploy at scale, a way of finding invalid schools?"
Data Scientist at Facebook was asked...," How do you map nicknames (Pete, Andy, Nick, Rob, etc) to real names?"
Data Scientist at Walmart eCommerce was asked..., How many sub-spaces can 4 lines divide in 2D? How many sub-spaces can 4 hyperplanes divide in 3D?
Data Scientist at Facebook was asked...," Facebook sees that likes are up 10% year over year, why could this be?"
Data Scientist at Facebook was asked...," If a PM says that they want to double the number of ads in Newsfeed, how would you figure out if this is a good idea or not?"
Data Scientist at Facebook was asked...," We have two options for serving ads within Newsfeed: 1 - out of every 25 stories, one will be an ad 2 - every story has a 4% chance of being an ad For each option, what is the expected number of ads shown in 100 news stories? If we go with option 2, what is the chance a user will be shown only a single ad in 100 stories? What about no ads at all?"
Data Scientist at Facebook was asked...," Due to NDA, I will not disclose the specific questions. However, most of the questions you can find in other reviews."
Data Scientist at Facebook was asked...," If 70% of Facebook users on iOS use Instagram, but only 35% of Facebook users on Android use Instagram, how would you investigate the discrepancy?"
Data Scientist at Facebook was asked..., How do you measure newsfeed health?
Data Scientist at Walmart eCommerce was asked..., How to divide n numbers into k clusters to minimize the sum of in-group errors?
Data Scientist at Facebook was asked...," How would you measure the health of Mentions, Facebook's app for celebrities? How can FB determine if it's worth it to keep using it? If a celebrity starts to use Mentions and begins interacting with their fans more, what part of the increase can be attributed to a celebrity using Mentions, and what part is just a celebrity wanting to get more involved in fan engagement?"
Data Scientist at Facebook was asked...," There is a table that tracks every time a user turns a feature on or off, with columns user_id, action (""on"" or ""off), date, and time. How many users turned the feature on today? How many users have ever turned the feature on? In a table that tracks the status of every user every day, how would you add today's data to it?"
Data Scientist at HomeLight was asked...," How would you go about building a model for this problem, explain about different ML models, general tech talk."
Data Scientist at Cognitive Networks was asked...," If there are 30 groups of servers, each with an uptime of 0.99, and you select 1 at random, what is the probability that at least one server in the group chosen will be up?"
Data Scientist at Airbnb was asked..., logistic regression loool
"Data Scientist, Analytics at Facebook was asked...", Write a SQL query to compute a frequency table of a certain attribute involving two joins. What if you want to GROUP or ORDER BY some attribute? What changes would you need to make? How would you account for NULLs?
Data Scientist at Zipongo was asked..., What would distribution of likes/comments for every recipe look like?
Data Scientist at Amino was asked..., How does Random Forest calculate feature importance?
Data Scientist at Synthego was asked..., Load and manipulate the data in a csv file to examine trends in impurities for different pieces of equipment
"Data Scientist, Analytics at Facebook was asked..."," Lets say the population on Facebook clicks ads with a click-through-rate of P. We select a sample of size N and examine the sample's conversion rate, denoted by hat{P}, what is the minimum sample size N such that Probability( ABS(hat{P} - P) < DELTA ) = 95%. In other words (this is my translation), find the minimum sample size N such that our sample estimate hat{P} is within DELTA of the true click through rate P, with 95% confidence."
Data Scientist at Capital One was asked...," (Given 20 minutes to look through several printouts of data, charts and slides) How would you communicate the findings from this model to a non-technical executive?"
Network Data Scientist at ThousandEyes was asked...," Lots of C++ and Python coding questions, along with an in-depth interview regarding basic and advanced networking."
"Data Scientist, Analytics at Facebook was asked..."," Given two binary strings, write a function that adds them. You are not allowed to use any built in string to int conversions or parsing tools. E.g. Given ""100"" and ""111"" you should return ""1011"". What is the time and space complexity of your algorithm?"
Senior Data Scientist at Protagonist was asked..., How do you filter the outliers in the data?
Data Scientist at Facebook was asked..., Do you have any questions?
Senior Data Scientist at Protagonist was asked..., How do you filter the outliers from your data?
Data Scientist at Facebook was asked...," Very disappointing experience from interviewing with FB. Absolute worst and least professional interviewer I have ever had. * FB does video interviews for the first round (along with coding in an online environment). This is fairly surprising since it can't serve much legitimate purpose. I'm sure their legal team is thrilled at the additional burden they face in discrimination lawsuits since the interviewer clearly can has information about the appearance of the candidate and they can't plead ignorance. Of course perhaps they are looking for unkempt candidates or trying to demonstrate the culture of transparency at Facebook, but read on! * Interview was 5 minutes late to video interview and had disheveled appearance during whole interview. He was constantly fidgeting and playing with the neighboring chairs and objects on the table and even put his feet on the other chairs and table! An interview for a position is a two-way street, so the interviewer also needs to be on ""best behavior"". * In addition to the behavior above which was unprofessional, he interrupted very frequently. This goes beyond steering the conversation. This is really tricky since one person is judging you, nobody wants to say ""Please allow me to finish explaining my answer and reasoning"" and hope somebody like this won't hold it against you. He possibly spent just as much time talking as I did during the interview answering his questions. The interruptions came both in the coding sections when I explained my thought process before implementing it and during the product questions when explaining possible scenarios. Of course clarifying comments are helpful to make sure the candidate is on the right track, but interrupting somebody just because they want to use a subquery (and you wouldn't) and is going to solve the problem slightly differently than you would is indicative of your lack of emotional intelligence and perhaps also the programming language you're working with. * He obviously wasn't paying attention during the process and didn't take it seriously. He was constantly working on his computer. Of course he could have been taking notes, but after I answered a question twice and explained my thoughts twice, he stated what the correct answer was--which was in fact what I said twice, but he apparently hadn't been listening then and was occupied with the chair/table objects/computer. * The interviewer seemed to only accept very specific answers that aligned with his thoughts and preferred answers. This mentality is obviously horrible for open-ended questions like ""what could be causing this"" or ""what data would you look at"". You may be looking at this data all the time and know which fields are useful for this task, but when you condescendingly react like the interviewee is a complete idiot for thinking of looking at the timestamp patterns for app usage you don't demonstrate your intelligence but rather your closed mindedness and unfamiliarity and inexperience with working with any type of data except the dataset at your company. * It is probably clear from reading the interview questions from other candidates and what the recruiters provide you as prep, but this really isn't a data scientist position: it's more or a data analyst or SQL monkey position. For this reason I was borderline on interviewing here anyway but thought, ""hey, it is Facebook"". I'm sure everybody in the industry knows that this is what FB data scientists do, so while the name cache might carry advantages when looking for a job later, it could actually harm you if you want to be thought of as a data scientist and move on to legit data scientist/software engineer positions. * The information you receive that you can solve the questions in SQL or Python or R is possibly incorrect. My interviewer wanted it in SQL or Python. Not a big deal since I know all three, but when when this is one of the first things you hear (along with all the rest of the insanity of this interview) it is enough to throw you off your game. SQL seems to be the preferred solution, so I'd recommend forgetting about the others if your SQL is decent. * The one positive of all of this experience is that the recruiters were professional--both in scheduling the interviews and in explaining the role and answering any questions you may have. Overall, I agree with some of the other comments here that you might get unluckly with a very egotistical interviewer. Officially I haven't heard back from FB yet, but I would be shocked to advance and really have no interest to work with someone like this. Bad apples exist in all companies, but a bro culture like this really does dampen any interest of anything FB. Yikes."
Data Scientist at WePay was asked...," SQL questions, probablity related questions, data structures, machine learning related questions"
Data Scientist at Facebook was asked..., Suppose likes are down 2% but engagement is up 5%. Is that good?
Data Scientist at Granular was asked..., Take-home assignment included basic data analysis
Data Scientist at Affirm was asked..., Please walk me through how you would solve [business problem] using [some complex SQL query using multiple joins and a counting trick].
Senior Data Scientist at Amyris was asked...," Basic behavioral questions about how to juggle projects, leadership style, etc. "
Data Scientist at Facebook was asked...," You have a table with appID, eventID, and timestamp. eventID is either 'click' or 'impression'. Calculate the click through rate. Now do it in for each app."
Senior Data Scientist at 6sense was asked..., Pure prediction problem. Build a model given 3 fields. 
Senior Data Scientist at Uber was asked...," Here's an ugly data set. Do exploratory analysis. Create visualizations. Discuss. Build a predictive model with different approaches, concerns,validity, performance..."
Data Scientist at Lyft was asked..., What is the lifetime value of a driver?
Data Scientist at Automatic was asked...," In a social network, calculate the minimum number of steps between any two nodes."
Data Scientist at Clover Health was asked..., The first question was about throwing a dice and estimate the average. The second one gives you the probability of at least 1 event per hour and you need to calculate the same probability for 2 hours. You need first to calculate the probability of zero events.
Data Scientist at 6sense was asked...," The training data is pulled from raw logs. It has three columns that record user activity over time: user_id: A hash that uniquely identifies the user. activity_date: The date of the activity activity_type: The type of activity 6sense would like to predict which users will purchase given the user's activities. Using the training data, build a model that predicts which user_id's will make a purchase in the future. Use the model to score the test data from most likely to least likely to purchase. Please submit the following: (1) Descibe which activity types you believe are most useful in predicting which user will purchase in the future. (2) Provide a file containing the 1000 user_id's most likely to convert. (3) [optional] Any work used to generate the list and/or notes you'd like to include. "
Data Scientist at Natera was asked...," Probability (Bayes' Rule, etc), statistics, algorithms, calculus."
Senior Data Scientist at C3 was asked..., Most questions are around machine learning and data mining. 
Data Scientist at Risk Management Solutions was asked...," Q1: estimate how many employees in the next building Q2: estimate how many stop lights in San Francisco Q3: if you are CIA agent, how would you pinpoint a potential terrorist"
Data Scientist at Uber was asked..., Uber pool how to design the route.
Data Scientist at Turo was asked...," Two datasets provided: vehicles - table of all vehicles and their attributes: • technology: 0 if none, 1 if yes (technology that is installed in vehicles that makes them ""instantly bookable"" and unlockable with mobile phone) • actual_price: actual daily price for vehicle (owners are able to set whatever price they want) • recommended_price: appropriate ""market"" price for the vehicle, based on our analysis • num_images: number of photos of the car • street_parking: 0 no, 1 yes • description: number of characters of the car description inputted by the owner reservations - table of all completed reservations: • vehicle_id: vehicle's unique ID • reservation_type: 1 is Hourly rental, 2 is Daily, 3 is Weekly Using the two attached datasets, please prepare a short presentation with your answers to the following questions: • Which of the factors seem to be most important in driving total # of reservations for our vehicles? (technology type, pricing, number of car photos, street parking, car description length) • How does the car's technology type seem to affect reservations? Feel free to use any tool(s) that you feel comfortable with to complete this analysis (Excel, SQL, R, Python, etc)."
Data Scientist/User Researcher at GitHub was asked..., Was pleasantly surprised to be asked a number of questions about ethical concerns in user research.
Data Scientist at LendingClub was asked..., How do you interpret the features in a random forest model after the feature selection?
Data Scientist at Facebook was asked..., Make a histogram of 2 variables
Data Scientist at Cablevision Systems was asked..., Talk about the project you are proud of
Data Scientist at Uber was asked..., What are the performance metrics of evaluating various Uber services.
Data Scientist at Samba TV was asked..., What's your favorite TV show?
"Data Scientist, Product at Clover Health was asked...", They have multiple case studies and to test your thinking in AB testing. metrics and measurements. 
Data Scientist at Granular was asked..., See reports of prior interviewees.
Data Scientist at Grammarly was asked...," From a list of user ""ping"" data, compute some descirpitives, and user retention curves. Finally determine which referral sources made the most successful users."
Senior Data Scientist at thredUP was asked...," In-depth Rails questions, in particular on routes; What are those HTTP methods, and corresponding Rails methods. Difference between PUT/UPDATE. What is PATCH? Rails routes: member, collections? MySQL vs. Postgres, why one over the other. MySQL vs. NoSQL. Design eCommerce websites; Design products recommendation for eCommerce. "
Data Scientist at 6sense was asked..., Both interviews required difficult data science challenges.
Data Scientist at Avast Software was asked...," case interview on gps location data (idnumber, realtime gps location, time) how to find they are a family;what algorithm, why, whats the problem using this, if sb's location keeps changing or not fixed, how to do"
Data Scientist at Salesforce was asked...," 1.Given a Dataset, try to answer questions about the data like feature importance etc. 2. Case studies about model complexities. 3. Questions on Logistic regression parameters, SVM, Decision Trees, Random Forests etc. 4. SQL Queries"
Data Scientist Manager at Airbnb was asked..., How would you measure the effectiveness of our operations team?
Senior Data Scientist at Netflix was asked..., What do you know about A/B testing in the context of streaming? 
"Data Scientist, Analytics at Facebook was asked..."," They just made up some questions based on SQL and hypothetical new features, don't think I can share the exact questions here."
Data Scientist at TubeMogul was asked..., how do you turn a LIFO into a FIFO. How do you find a min value of the nodes in a Binary Tree? How do you deal with null or empty nodes? An SQL question.
Data Scientist at Stitch Fix was asked..., How might you determine if the size of a specific item is a significant feature in determining the customer's calculated propensity to buy it?
Data Scientist at Yelp was asked..., Setting up A/B tests to improve engagement
Data Scientist at Remind was asked..., Why Remind?
Data Scientist at Postmates was asked...," A take home project involving matching jobs, couriers and transactions using python."
Senior Data Scientist at Aera Technology was asked...," Given a matrix, count the number of paths from from top left corner to the bottom right corner"
Data Scientist at Facebook was asked...," It was all a blur to me now. I don't think there was anything too difficult in particular, but lots of talking and have to focus since all interviews were back-to-back."
Statistically Significant Data Scientist at LiveRamp was asked...," Tell me about a research project you worked on that dealt with data? Write a program that takes an array of bytes and outputs the i-th bit of each byte, with each byte of either length 1 or 2. How would you count the number of friendship degrees separating any pair of actors? How would you decide between 2 bets? Some problems regarding minute samples of actual LiveRamp data (highly privacy protected) and what metrics you would use to answer certain questions of interest using the data."
Data Scientist at LiveRamp was asked...," The graph 6-degree Bacon Number questions is their favorite. Follow-up questions were asked by interviews, need to give it a lot of thinking. The experience so far is very good. "
Data Scientist at Ethos Lending was asked..., Why do you want to work for the company?
Data Scientist at Facebook was asked...," Signed NDA. Questions focused on product, and how to infer information based on given data by customers."
Senior Data Scientist at Aera Technology was asked...," Given a matrix, count the number of paths from from top left corner to the bottom right corner, with obstacles in between"
Data Scientist at Facebook was asked...," If we were testing product X, what metrics would you look at to determine if it is a success?"
Principal Data Scientist at Udemy was asked..., Why do I want to come to Udemy?
Principal Data Scientist at Udemy was asked..., Why do I want to leave my previous job?
Senior Data Scientist at Instacart was asked..., SQL query and then an employee optimization dataset.
Data Scientist at First Republic Bank was asked..., Do you have any experiences in predicting loan default? 
Data Scientist at Eventbrite was asked..., What metrics would you consider when evaluating an event posting?
Data Scientist at Thumbtack was asked..., AB testing and other data science questions
Data Scientist at Conviva was asked..., Some questions about probability and distributions
Data Scientist at Radius Intelligence was asked...," Emphasis was on technical programming skills for data preparation and cleaning. Questions were vague and appeared to be ones that they come across in their work, with little connection with textbook methods. The machine learning areas were only lightly touched on, and the group's overall experience with interviewing is spotty."
Data Scientist at Opendoor was asked..., recommendation system design
Data Scientist at Facebook was asked..., A. Python Object Oriented concepts B. Sorting Algorithm C. Simple SQL with Join / Sub-queries D. Linear Regression E. Python String Puzzle F. P-Value & T-test 
Data Scientist at Cogitativo was asked...," Mostly just background, a statistics question, general machine learning concept questions"
Data Scientist at Opendoor was asked..., How would you use ____ to estimate house prices?
"Data Scientist, Bioinformatics at Synthego was asked...", Work through a simple case study that they work on. 
Data Scientist at Facebook was asked..., We have a product that is getting used differently by two different groups. What is your hypothesis about why and how would you go about testing it?
Data Scientist - Machine Learning at DoorDash was asked..., take home machine learning challenge
Data Scientist at Tapjoy was asked..., - discussion on projects on the resume - seemed like a phishing call based on the questions interviewer was trying to ask - got a reject 2 days later
Data Scientist at Facebook was asked...," Given a specific product, come up with some potential improvements and design a series of experiments for testing/implementing these changes."
Data Scientist at Facebook was asked...," I was surprised that there were no machine learning or data mining questions, or any personality/experience (""tell me about a time when you..."") questions. The more technical questions were things that a graduating CS student would succeed at, but did not involve principles that you would actually use in practice in a data role at a company. Also, make sure you continue working on a problem until you've provided the most efficient solution you think you can. I stopped after I had a working solution, and indicated to the interviewer that I don't think it's the most efficient solution. The interviewer said it was fine and we moved on to another question. Nonetheless, the biggest piece of feedback I got from the recruiter afterwards is that I didn't provide a solution that was sufficiently efficient."
Data Scientist at Yelp was asked..., The difference between Bayesian vs frequentist statistics
Data Scientist at Salesforce was asked...," 1.Explain about a project in my resume in layman terns 2.SQL group by, nested select and window functions 3.Assumptions and violations of K-means clustering 4.Feature selection for Document classification"
Data Scientist at The Climate Corp was asked..., Let's say you have a new data set how would you work with it and model it.
Senior Data Scientist at Uber was asked..., How do you build a culture of data responsibility?
Data Scientist at The Climate Corp was asked..., Would disease modeling a Follow a Gaussian distribution? Asked by HR.
Data Scientist at Sonder was asked..., homework
Data Scientist at Lyft was asked..., Some basic statistics e.g. correlation and variance. 
Data Scientist at C3 was asked..., How would you go about formulating the problem of predictive maintenance on an aircraft?
Data Scientist at Databricks was asked...," SQL;coding questions. Questions are not too hard. But I think they want you to be able to solve without much thinking, with speed."
Data Scientist at Facebook was asked..., Write a sorting algorithm for a numerical dataset in Python.
Data Scientist at Hinge Health was asked..., Various questions probing why I made certain decisions in the data challenge. 
Data Scientist at Farallon Capital Management was asked..., both technical assignment involved scraping and analyzing data.
Data Scientist at GroundTruth was asked..., 1. Statistics Questions 2. Probability Questions 3. Machine Learning 4. Predictive Analysis
Data Scientist at Blue Owl was asked..., Do you have 4-6 weeks for our interview process? Are you willing to spend maximum 2 hours to solve our take home challenge?
Data Scientist at Roofstock was asked...," Relaxed and conversational, a few brief technical queries (I assume to verify I actually had experience with the required technical skills)."
Data Scientist at Affirm was asked..., They gave me a laptop and asked me to analyze a dataset using whatever tools I wanted.
Data Scientist at Quantifind was asked...," Given a list of integers, find all combinations that sum to a given integer."
Data Scientist at Quantifind was asked...," Given a list of words, find all the anagrams."
Data Scientist at XpertTech was asked...," questions related to LDA, machine learning, and deep learning. "
Data Scientist at Visa Inc. was asked..., How to estimate customer location based on Visa transaction data
Data Scientist at Facebook was asked...," Some SQL join, aggregation, etc"
Data Scientist at Facebook was asked..., Very simple probability - high school level math
Data Scientist at Facebook was asked..., What metric would you show small businesses if you were trying to have them sign up for Facebook Ads
Data Scientist at Facebook was asked..., What would you add to Facebook and how would you pitch it and measure its success.
Data Scientist at Facebook was asked...," Given a table of friend requests sent and friend requests received, find the user with the most friends."
Legal Assistant at FremantleMedia was asked..., What are you looking to accomplish within this role?
Data Scientist at Motiv was asked..., Tell me about your self? what are your strengths? What are your weaknesses?
Data Scientist at Airbnb was asked..., How can you report the statistical results to a non-statistician staff.
Data Scientist at Color Genomics was asked...," A man has two children, at least one of them is a boy. What is the probability that he has two boys?"
"Data Scientist, SMB at Facebook was asked...", What is the difference between inner and left join?
Data Scientist at Affirm was asked..., - Write a package manager like apt-get
Data Scientist at Uber was asked..., 1. Tell me about yourself 2. why you are interested in the data science position? 3. introduce a machine leaning project that you've done.
Data Scientist at POPSUGAR was asked..., How do you count a table of likes with timestamps?
Data Scientist at POPSUGAR was asked...," Expect 1 person to qualify a project you worked on, and at least one data scientist to ask reasonable questions. The rest will be silly puzzles, and open ended questions without context. Bring a snack if you make it past the phone screen."
Data Scientist at Proteus Digital Health was asked...," Technical questions about the specifics of the machine learning algorithms I had used, cost functions, different types of gradient descent, kernels, and other specific equations related to supervised machine learning."
Data Scientist at Granular was asked...," Given a data set, how would you predict the missing values?"
Data Scientist at Salesforce was asked..., Questions on attrition/churn modeling
Data Scientist at Uber was asked..., What metrics would you use to track whether Uber's strategy of using paid advertising to acquire customers works? How would you then figure out an acceptable cost of customer acquisition?
Data Scientist at Yelp was asked..., How to swap two elements of a list
Data Scientist at Presto was asked..., Develop and train a model to predict revenue from games and provide statistical evidence for your model.
Data Scientist at C3 was asked...," Quite typical. Behavior, probability, machine learning, and coding. "
Data Scientist at Uber was asked..., A/B testing in India
Data Scientist at Omada Health was asked..., Describe a project you did.
Senior Data Scientist at Albertsons Companies was asked..., Instances of machine learning applied in your projects
Data Scientist at Facebook was asked...," They honestly give you a good feel for the types of questions they'll be asking. No surprises. ""Most difficult"" is so subjective it's meaningless in this context. I hope you're good at math/computer science. If you've had some meaningful machine learning experience, you'll be set."
Data Scientist at First Republic Bank was asked..., How could small banks like us compete with mega-banks?
Data Security Scientist at Federal Reserve Bank (NY) was asked..., How would you determine the attackers operating system via the tcp/ip packet?
Data Scientist at Facebook was asked...," Multiple probability and statistic questions, multiple algorithm programming questions, multiple database questions, multiple product information questions."
Junior Data Scientist at King was asked..., Why do you want to work here?
Data Scientist at Affirm was asked..., What would your colleagues say is your greatest weakness? 
Data Scientist at Uber was asked..., One question about Uber data and one easy programming question.
Principal Data Scientist at Workday was asked...," Python array of list of list, sorting, counts, z-score, summarization"
Data Scientist at Upstart was asked..., Write down cost function of a model
Risk Data Scientist at LendingHome was asked..., Project questions. Clearly state your metrics and assumptions and why. Brain-teaser questions as well.
Data Scientist at Uber was asked...," A lot about Uber Pool. The questions were general in nature. At this stage, it was more a series of thought exercises. They seemed focused on understanding how you approach problems. "
Data Scientist at C3 was asked...," Previous projects, open-ended data science question, algorithms etc."
Data Scientist at Facebook was asked...," There is a building with 100 floors. You are given 2 identical eggs. How do you use 2 eggs to find the threshold floor, where the egg will definitely break from any floor above floor N, including floor N itself"
Data Scientist at Facebook was asked...," You randomly draw a coin from 100 coins - 1 unfair coin (head-head), 99 fair coins (head-tail) and roll it 10 times. If the result is 10 heads, whats the probability that the coin is unfair?"
Data Scientist at Clover Health was asked..., simple dice roll question
Data Scientist at Blue Owl was asked..., Are you willing to solve one of our biggest challenge?
Data Scientist at Facebook was asked...," SQL questions, product related questions and probability questions"
Data Scientist at Nielsen was asked..., What are some metrics that are more appropriate for use in a syndicated product than one ordered by a particular client?
Data Scientist at Granular was asked..., Model the data based on location and the model the data based on time. 
Data Scientist at Asana was asked..., Algorithms questions and a case
Data Scientist at Facebook was asked...," Consider a game with 2 players, A and B. Player A has 8 stones, player B has 6. Game proceeds as follows. First, A rolls a fair 6-sided die, and the number on the die determines how many stones A takes over from B. Next, B rolls the same die, and the exact same thing happens in reverse. This concludes the round. Whoever has more stones at the end of the round wins and the game is over. If players end up with equal # of stones at the end of the round, it is a tie and another round ensues. What is the probability that B wins in 1, 2, ..., n rounds?"
Senior Data Scientist at Salesforce was asked..., Describe your previous projects
Associate Data Scientist at Workday was asked...," Given a huge collection of books, how would you tag each book based on genre?"
Principal Data Scientist at Walmart eCommerce was asked...," I was asked to lead a conference call with an external academic expert, to design a 'gamified' approach to the Walmart smartphone app, to structure and moderate a brainstorming session with several teams, to design a number of prototyping/testing programs, and asked many many questions. Remember, this all took place over one 9.5 hour session and another 5-day session!"
Data Scientist at Facebook was asked...," Given a list of integers (positive & negative), write an algorithm to find whether there's at least a pair of integers that sum up to zero. How do you improve your algorithm? (re: Big-O notation)"
Data Scientist at Lyft was asked..., Background and previous experience with Python and SQL. Previous project that are relevant to Lyft's problems.
Data Scientist at Pocket Gems was asked..., I have been asked how would I perform some A/B tests.
Data Scientist at Omada Health was asked..., Describe a project you've been working on.
Data Scientist at Amino was asked..., How would you improve Amino's provider search? How would you use the data available and collect additional data on user preferences to serve the best suggestions? 
Data Scientist at McKesson was asked...," Given this scenario, how would you approach X X being what they were hiring for and still a new and experimental division"
Data Scientist at Samba TV was asked..., They asked me if I were open to a position that were more ETL oriented.
Data Scientist at Opendoor was asked..., How should we charge people who sell us their homes?
Data Scientist at Quantifind was asked..., Probability and statistics questions.
Data Scientist at Snap was asked..., why are you interested in snap?
Senior Data Scientist at Gameloft was asked..., Lots of useless stuff like cliched Engineering questions for stuff you'd never use in Data Science. Never in my more than five years of Data Science.
Lead Data Scientist at Freedom Financial Network was asked..., How and when did you make any impact using analytics?
Data Scientist at Niantic was asked..., What metrics would you use to track the performance of a mobile game?
Senior Data Scientist at Kahuna was asked..., What is a hash?
Senior Data Scientist at Kahuna was asked..., How would you reverse a linked list?
Data Scientist at Twitter was asked...," algorithm(50%), machine learning(30%), system design(20%)"
Data Scientist at ClearMetal was asked..., Walk us through a favorite project you worked on recently.
Data Scientist at ClearMetal was asked..., Walk us through a favorite project you worked on recently.
Data Scientist at Clover Health was asked...," Expected value of rolling dice, ratio of boys/girls"
Data Scientist at Opendoor was asked..., To talk about a project of mine.
Data Scientist at Uber was asked..., Explain join fun in SQL to a 10-year-old?
Data Scientist at Tripping was asked...," ""what time is good for an interview"""
Data Scientist at Instacart was asked..., I can't reveal them but mostly around problems in Logistics that Instacart solves on a day to day basis.
Data Scientist at E*TRADE Financial was asked..., Fraud classification task
Data Scientist at Luxe Valet was asked..., How would you count words in a list using a list comprehension?
Data Scientist at Postmates was asked..., Takehome challenge: clean and analyze a dataset related to Postmates' main business line; identify trends across different axes of deliveries.
Data Scientist at Facebook was asked..., Why data? 
Data Scientist at Facebook was asked..., Basic SQL concepts
Principal Data Scientist at Walmart eCommerce was asked..., One of the people who interviewed me was kind enough to coach me that it would behoove me to tell the various interviewers that I am perfectly comfortable working with people younger than myself.
Senior Data Scientist at Udemy was asked..., Explain how to interpret this model
Data Scientist at C3 was asked...," Bagging vs Boosting, Dimensionality reduction...."
Data Scientist at C3 was asked...," Standard data science, machine learning and coding questions"
Principal Data Scientist at Sila Nanotechnologies was asked...," basic behavioral questions, nothing technical"
Data Scientist at Dropbox was asked..., Do you know what propensity modeling is?
Data Scientist at Dropbox was asked..., How would you set up a propensity model for the SMB team looking at companies between 5-200 employees? 
Data Scientist at Castlight was asked...," You have a table that contains which book was purchased and a bunch of topics, and you want to find out what other books in the category can be recommended to the user. Design the query"
Data Scientist at Dropbox was asked..., Tell me your story?
Data Scientist at Facebook was asked..., Product/SQL/statistics questions
Data Scientist at Uber was asked..., Go over the resume.. some SQL questions..
Data Scientist at Facebook was asked...," SQL: calculate a rate given 2 tables, requiring a join and group by. Open-ended product analysis: A product manager is considering replacing an ad unit with a 'people you may know' unit on the news feed. What's your advice?"
Data Scientist at Amino was asked...," Q: They described a machine learning problem and we talked about feature engineering, algorithm design and evaluation for it. "
Data Scientist at C3 was asked..., Why using random forest rather than other algorithms.
Data Scientist at LendingClub was asked..., What kinds of skills you learned in Statics for modeling?
Data Scientist at Yammer was asked...," What’s the probability that in a room full of k people, at least 2 people will have the same birthday?"
Data Scientist at LendingClub was asked...," How to put the same number of red and blue beans into two baskets, so if you randomly grab a basket you have a better chance to get red beans?"
Data Scientist at Envoy was asked...," Using the consolidated data set from the above question, build a system that measures the LTV / CAC ratios of all our marketing channels."
Data Scientist at Pinterest was asked..., Give an array of unsorted random numbers (decimals) find the interquartile distance 
Data Scientist at Greenplum was asked...," A project where I have extracted useful information from a large data set. What machine learning algorithm did I use, and why?"
Data Scientist at Facebook was asked..., How to run a SQL query to obtain a certain subset of information
Data Scientist at Envoy was asked..., Design a system that can consolidate data from our various systems and persist it in a centralized data store.
Data Scientist at Greenplum was asked..., Describe in details my MS thesis.
Data Scientist at Greenplum was asked...," Given a particular data set, suggest three algorithms, one regression, one clustering, one classification."
Data Scientist at Yammer was asked..., Standard background questions as well as probability questions based on dice rolls.
Data Scientist at Google was asked..., What is 1+1
Data Scientist at Wealthfront was asked..., sql questions
Data Scientist - Product at Clover Health was asked...," Probability questions - dice, car probability questions"
Data Scientist at Wealthfront was asked..., linear regression questions
Infrastructure Data Scientist at Facebook was asked...," All technical questions center around SQL, coding and t-test"
Data Scientist at Twitter was asked..., What features would you use to build recommendation algorithm for users.
Data Scientist at Facebook was asked...," How would you compare the relative performance of two different back-end engines for automated generation of Facebook ""Friend"" suggestions?"
